IATA Code,Airport,City,COUNTRY,CONTINENT
PEG,San Egidio Airport,Perugia,Italy,WESTERN EUROPE
PSR,Abruzzo Airport,Pescara,Italy,WESTERN EUROPE
PSA,Galileo Galilei Airport,Pisa,Italy,WESTERN EUROPE
RMI,Federico Fellini Airport,Rimini,Italy,WESTERN EUROPE
FCO,Leonardo da Vinci–Fiumicino Airport,Rome,Italy,WESTERN EUROPE
CIA,Rome Ciampino Airport,Rome,Italy,WESTERN EUROPE
TPS,Vincenzo Florio Airport,Trapani,Italy,WESTERN EUROPE
TRS,Friuli Venezia Giulia Airport,Trieste,Italy,WESTERN EUROPE
TRN,Caselle Airport,Turin,Italy,WESTERN EUROPE
VCE,Venice Marco Polo Airport,Venice,Italy,WESTERN EUROPE
VRN,Verona Villafranca Airport,Verona,Italy,WESTERN EUROPE
MLA,Malta International Airport,Valletta,Malta,WESTERN EUROPE
BYJ,Beja Airport,Beja,Portugal,WESTERN EUROPE
FAO,Faro Airport,Faro,Portugal,WESTERN EUROPE
FNC,Madeira Airport,Funchal,Portugal,WESTERN EUROPE
PXO,Porto Santo Airport,Porto Santo Island,Portugal,WESTERN EUROPE
LIS,Lisbon Airport,Lisbon,Portugal,WESTERN EUROPE
OPO,Francisco Sá Carneiro Airport,Porto,Portugal,WESTERN EUROPE
PDL,João Paulo II Airport,Ponta Delgada,Portugal,WESTERN EUROPE
TER,Lajes Airport,Terceira Island,Portugal,WESTERN EUROPE
LJU,Ljubljana Jože Pučnik Airport,Ljubljana,Slovenia,WESTERN EUROPE
MBX,Maribor Edvard Rusjan Airport,Maribor,Slovenia,WESTERN EUROPE
POW,Portorož Airport,Portorož,Slovenia,WESTERN EUROPE
LCG,A Coruña Airport,A Coruña,Spain,WESTERN EUROPE
ALC,Alicante–Elche Miguel Hernández Airport,Alicante,Spain,WESTERN EUROPE
LEI,Almería Airport,Almería,Spain,WESTERN EUROPE
OVD,Asturias Airport,Asturias,Spain,WESTERN EUROPE
BCN,Josep Tarradellas Barcelona–El Prat Airport,Barcelona,Spain,WESTERN EUROPE
BIO,Bilbao Airport,Bilbao,Spain,WESTERN EUROPE
CDT,Castellón–Costa Azahar Airport,Castellón de la Plana,Spain,WESTERN EUROPE
FUE,Fuerteventura Airport,Fuerteventura,Spain,WESTERN EUROPE
GRO,Girona-Costa Brava Airport,Girona,Spain,WESTERN EUROPE
LPA,Gran Canaria Airport,Gran Canaria,Spain,WESTERN EUROPE
GRX,Federico García Lorca Granada Airport,Granada,Spain,WESTERN EUROPE
HSK,Huesca-Pirineos Airport,Huesca,Spain,WESTERN EUROPE
IBZ,Ibiza Airport,Ibiza,Spain,WESTERN EUROPE
XRY,Jerez Airport,Jerez de la Frontera,Spain,WESTERN EUROPE
SPC,La Palma Airport,La Palma,Spain,WESTERN EUROPE
ACE,Lanzarote Airport,Lanzarote,Spain,WESTERN EUROPE
ILD,Alguaire Airport,Lleida,Spain,WESTERN EUROPE
MAD,Madrid-Barajas Airport,Madrid,Spain,WESTERN EUROPE
AGP,Málaga Airport,Málaga,Spain,WESTERN EUROPE
MAH,Menorca Airport,Menorca,Spain,WESTERN EUROPE
RMU,Región de Murcia International Airport,Murcia,Spain,WESTERN EUROPE
PMI,Palma de Mallorca Airport,Palma de Mallorca,Spain,WESTERN EUROPE
PNA,Pamplona Airport,Pamplona,Spain,WESTERN EUROPE
REU,Reus Airport,Reus,Spain,WESTERN EUROPE
SDR,Santander Airport,Santander,Spain,WESTERN EUROPE
SCQ,Santiago de Compostela Airport,Santiago de Compostela,Spain,WESTERN EUROPE
SVQ,Seville Airport,Seville,Spain,WESTERN EUROPE
TFN,Tenerife North–Ciudad de La Laguna Airport,Tenerife,Spain,WESTERN EUROPE
TFS,Tenerife South Airport,Tenerife,Spain,WESTERN EUROPE
VLC,Valencia Airport,Valencia,Spain,WESTERN EUROPE
VLL,Valladolid Airport,Valladolid,Spain,WESTERN EUROPE
VGO,Vigo–Peinador Airport,Vigo,Spain,WESTERN EUROPE
VIT,Vitoria Airport,Vitoria-Gasteiz,Spain,WESTERN EUROPE
ZAZ,Zaragoza Airport,Zaragoza,Spain,WESTERN EUROPE
TIA,Tirana International Airport Nënë Tereza,Tirana,Albania,EASTERN EUROPE
EVN,Zvartnots International Airport,Yerevan,Armenia,EASTERN EUROPE
GYD,Heydar Aliyev International Airport,Baku,Azerbaijan,EASTERN EUROPE
KVD,Ganja International Airport,Ganja,Azerbaijan,EASTERN EUROPE
NAJ,Nakhchivan Airport,Nakhchivan,Azerbaijan,EASTERN EUROPE
GBB,Qabala International Airport,Qabala,Azerbaijan,EASTERN EUROPE
LLK,Lankaran International Airport,Lankaran,Azerbaijan,EASTERN EUROPE
ZTU,Zaqatala International Airport,Zaqatala,Azerbaijan,EASTERN EUROPE
GNA,Hrodna Airport,Grodno,Belarus,EASTERN EUROPE
GME,Gomel Airport,Gomel,Belarus,EASTERN EUROPE
MSQ,Minsk International Airport,Minsk,Belarus,EASTERN EUROPE
BNX,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,EASTERN EUROPE
SJJ,Sarajevo International Airport,Sarajevo,Bosnia and Herzegovina,EASTERN EUROPE
TZL,Tuzla International Airport,Tuzla,Bosnia and Herzegovina,EASTERN EUROPE
OMO,Mostar International Airport,Mostar,Bosnia and Herzegovina,EASTERN EUROPE
BOJ,Burgas Airport,Burgas,Bulgaria,EASTERN EUROPE
PDV,Plovdiv Airport,Plovdiv,Bulgaria,EASTERN EUROPE
SOF,Sofia Airport,Sofia,Bulgaria,EASTERN EUROPE
VAR,Varna Airport,Varna,Bulgaria,EASTERN EUROPE
UGAM,Ambrolauri Airport,Ambrolauri,Georgia,EASTERN EUROPE
BUS,Batumi International Airport,Batumi,Georgia,EASTERN EUROPE
KUT,Kutaisi International Airport,Kutaisi,Georgia,EASTERN EUROPE
UGMS,Queen Tamar Airport,Mestia,Georgia,EASTERN EUROPE
UGSA,Natakhtari Airfield,Natakhtari,Georgia,EASTERN EUROPE
SUI,Sukhumi Babushara Airport,Sokhumi,Georgia,EASTERN EUROPE
TBS,Tbilisi International Airport,Tbilisi,Georgia,EASTERN EUROPE
PRN,Pristina International Airport,Pristina,Kosovo,EASTERN EUROPE
KIV,Chișinău International Airport,Chişinău,Moldova,EASTERN EUROPE
ARW,Arad International Airport,Arad,Romania,EASTERN EUROPE
BCM,George Enescu International Airport,Bacau,Romania,EASTERN EUROPE
BAY,Maramureș Airport,Baia Mare,Romania,EASTERN EUROPE
OTP,Henri Coandă International Airport|,Bucharest,Romania,EASTERN EUROPE
BBU,Aurel Vlaicu International Airport,Bucharest,Romania,EASTERN EUROPE
CLJ,Cluj-Napoca International Airport,Cluj-Napoca,Romania,EASTERN EUROPE
CND,Mihail Kogălniceanu International Airport,Constanța,Romania,EASTERN EUROPE
CRA,Craiova International Airport,Craiova,Romania,EASTERN EUROPE
IAS,Iași International Airport,Iași,Romania,EASTERN EUROPE
OMR,Oradea International Airport,Oradea,Romania,EASTERN EUROPE
SUJ,Satu Mare International Airport,Satu Mare,Romania,EASTERN EUROPE
SBZ,Sibiu International Airport,Sibiu,Romania,EASTERN EUROPE
SCV,Suceava International Airport,Suceava,Romania,EASTERN EUROPE
TGM,Târgu Mureș International Airport,Târgu Mureș,Romania,EASTERN EUROPE
TSR,Timișoara Traian Vuia International Airport,Timișoara,Romania,EASTERN EUROPE
TGD,Podgorica Airport,Podgorica,Montenegro,EASTERN EUROPE
TIV,Tivat Airport,Tivat,Montenegro,EASTERN EUROPE
OHD,Ohrid St. Paul the Apostle Airport,Ohrid,North Macedonia,EASTERN EUROPE
SKP,Skopje International Airport,Skopje,North Macedonia,EASTERN EUROPE
ABA,Abakan International Airport,Abakan,Russia,EASTERN EUROPE
DYR,Ugolny Airport,Anadyr,Russia,EASTERN EUROPE
AAQ,Anapa Airport,Anapa,Russia,EASTERN EUROPE
ARH,Talagi Airport,Arkhangelsk,Russia,EASTERN EUROPE
ASF,Narimanovo Airport,Astrakhan,Russia,EASTERN EUROPE
BAX,Barnaul Airport,Barnaul,Russia,EASTERN EUROPE
EGO,Belgorod International Airport,Belgorod,Russia,EASTERN EUROPE
BQS,Ignatyevo Airport,Blagoveshchensk,Russia,EASTERN EUROPE
BTK,Bratsk Airport,Bratsk,Russia,EASTERN EUROPE
BZK,Bryansk International Airport,Bryansk,Russia,EASTERN EUROPE
CSY,Cheboksary International Airport,Cheboksary,Russia,EASTERN EUROPE
CEK,Chelyabinsk Airport,Chelyabinsk,Russia,EASTERN EUROPE
CEE,Cherepovets Airport,Cherepovets,Russia,EASTERN EUROPE
HTA,Chita-Kadala International Airport,Chita,Russia,EASTERN EUROPE
ESL,Elista Airport,Elista,Russia,EASTERN EUROPE
IKT,Irkutsk Airport,Irkutsk,Russia,EASTERN EUROPE
GRV,Grozny Airport,Grozny,Russia,EASTERN EUROPE
KGD,Khrabrovo Airport,Kaliningrad,Russia,EASTERN EUROPE
KZN,Kazan Airport,Kazan,Russia,EASTERN EUROPE
KHV,Khabarovsk Novy Airport,Khabarovsk,Russia,EASTERN EUROPE
KXK,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,Russia,EASTERN EUROPE
KRR,Pashkovsky Airport,Krasnodar,Russia,EASTERN EUROPE
KJA,Yemelyanovo International Airport,Krasnoyarsk,Russia,EASTERN EUROPE
URS,Kursk Vostochny Airport,Kursk,Russia,EASTERN EUROPE
GDX,Sokol Airport,Magadan,Russia,EASTERN EUROPE
MQF,Magnitogorsk International Airport,Magnitogorsk,Russia,EASTERN EUROPE
MCX,Uytash Airport,Makhachkala,Russia,EASTERN EUROPE
MRV,Mineralnye Vody Airport,Mineralnye Vody,Russia,EASTERN EUROPE
DME,Domodedovo International Airport,Moscow,Russia,EASTERN EUROPE
SVO,Sheremetyevo International Airport,Moscow,Russia,EASTERN EUROPE
VKO,Vnukovo Airport,Moscow,Russia,EASTERN EUROPE
MMK,Murmansk Airport,Murmansk,Russia,EASTERN EUROPE
NAL,Nalchik Airport,Nalchik,Russia,EASTERN EUROPE
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,Russia,EASTERN EUROPE
NBC,Begishevo Airport,Nizhnekamsk,Russia,EASTERN EUROPE
GOJ,Strigino Airport,Nizhny Novgorod,Russia,EASTERN EUROPE
NOZ,Spichenkovo Airport,Novokuznetsk,Russia,EASTERN EUROPE
OVB,Tolmachevo Airport,Novosibirsk,Russia,EASTERN EUROPE
OMS,Omsk Tsentralny Airport,Omsk,Russia,EASTERN EUROPE
REN,Orenburg Tsentralny Airport,Orenburg,Russia,EASTERN EUROPE
OSW,Orsk Airport,Orsk,Russia,EASTERN EUROPE
PEE,Perm International Airport,Perm,Russia,EASTERN EUROPE
PES,Petrozavodsk Airport,Petrozavodsk,Russia,EASTERN EUROPE
PVS,Provideniya Bay Airport,Provideniya,Russia,EASTERN EUROPE
PKC,Yelizovo Airport,Petropavlovsk-Kamchatsky,Russia,EASTERN EUROPE
PKV,Pskov Airport,Pskov,Russia,EASTERN EUROPE
ROV,Platov International Airport,Rostov-on-Don,Russia,EASTERN EUROPE
LED,Pulkovo Airport,Saint Petersburg,Russia,EASTERN EUROPE
KUF,Samara Kurumoch Airport,Samara,Russia,EASTERN EUROPE
GSV,Saratov Gagarin Airport,Saratov,Russia,EASTERN EUROPE
AER,Sochi International Airport,Sochi,Russia,EASTERN EUROPE
STW,Stavropol Shpakovskoye Airport,Stavropol,Russia,EASTERN EUROPE
SGC,Surgut International Airport,Surgut,Russia,EASTERN EUROPE
SCW,Syktyvkar Airport,Syktyvkar,Russia,EASTERN EUROPE
TOF,Bogashevo Airport,Tomsk,Russia,EASTERN EUROPE
TJM,Roshchino International Airport,Tyumen,Russia,EASTERN EUROPE
UUD,Baikal International Airport,Ulan-Ude,Russia,EASTERN EUROPE
ULV,Ulyanovsk Baratayevka Airport,Ulyanovsk,Russia,EASTERN EUROPE
UFA,Ufa International Airport,Ufa,Russia,EASTERN EUROPE
VVO,Vladivostok International Airport,Vladivostok,Russia,EASTERN EUROPE
OGZ,Beslan Airport,Vladikavkaz,Russia,EASTERN EUROPE
VOG,Volgograd International Airport,Volgograd,Russia,EASTERN EUROPE
VOZ,Voronezh International Airport,Voronezh,Russia,EASTERN EUROPE
YKS,Yakutsk Airport,Yakutsk,Russia,EASTERN EUROPE
IAR,Tunoshna Airport,Yaroslavl,Russia,EASTERN EUROPE
SVX,Koltsovo International Airport,Yekaterinburg,Russia,EASTERN EUROPE
UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,Russia,EASTERN EUROPE
BEG,Belgrade Nikola Tesla Airport,Belgrade,Serbia,EASTERN EUROPE
INI,Niš Constantine the Great Airport,Niš,Serbia,EASTERN EUROPE
KVO,Morava Airport,Kraljevo,Serbia,EASTERN EUROPE
ADA,Şakirpaşa Airport,Adana,Turkey,EASTERN EUROPE
GZP,Gazipaşa Airport,Alanya,Turkey,EASTERN EUROPE
ESB,Esenboğa International Airport,Ankara,Turkey,EASTERN EUROPE
AYT,Antalya Airport,Antalya,Turkey,EASTERN EUROPE
BJV,Milas-Bodrum Airport,Bodrum,Turkey,EASTERN EUROPE
YEI,Yenişehir Airport,Bursa,Turkey,EASTERN EUROPE
DLM,Dalaman Airport,Dalaman,Turkey,EASTERN EUROPE
DNZ,Denizli Çardak Airport,Denizli,Turkey,EASTERN EUROPE
DIY,Diyarbakır Airport,Diyarbakır,Turkey,EASTERN EUROPE
EZS,Elazığ Airport,Elazığ,Turkey,EASTERN EUROPE
GZT,Oğuzeli Airport,Gaziantep,Turkey,EASTERN EUROPE
IST,Istanbul Airport,Istanbul,Turkey,EASTERN EUROPE
SAW,Sabiha Gökçen International Airport,Istanbul,Turkey,EASTERN EUROPE
ADB,Adnan Menderes Airport,İzmir,Turkey,EASTERN EUROPE
ASR,Erkilet Airport,Kayseri,Turkey,EASTERN EUROPE
KYA,Konya Airport,Konya,Turkey,EASTERN EUROPE
KZR,Zafer Airport,Kütahya,Turkey,EASTERN EUROPE
MLX,Erhaç Airport,Malatya,Turkey,EASTERN EUROPE
NAV,Kapadokya Airport,Nevşehir,Turkey,EASTERN EUROPE
SZF,Samsun-Çarşamba Airport,Samsun,Turkey,EASTERN EUROPE
TZX,Trabzon Airport,Trabzon,Turkey,EASTERN EUROPE
ONQ,Zonguldak Airport,Zonguldak,Turkey,EASTERN EUROPE
CWC,Chernivtsi International Airport,Chernivtsi,Ukraine,EASTERN EUROPE
DNK,Dnipro International Airport,Dnipro,Ukraine,EASTERN EUROPE
IFO,Ivano-Frankivsk International Airport,Ivano-Frankivsk,Ukraine,EASTERN EUROPE
HRK,Kharkiv International Airport,Kharkiv,Ukraine,EASTERN EUROPE
KWG,Kryvyi Rih International Airport,Kryvyi Rih,Ukraine,EASTERN EUROPE
KBP,Boryspil International Airport,Kyiv,Ukraine,EASTERN EUROPE
IEV,Kyiv International Airport,Kyiv,Ukraine,EASTERN EUROPE
LWO,Lviv Danylo Halytskyi International Airport,Lviv,Ukraine,EASTERN EUROPE
NLV,Mykolaiv International Airport,Mykolaiv,Ukraine,EASTERN EUROPE
ODS,Odesa International Airport,Odesa,Ukraine,EASTERN EUROPE
PLV,Poltava Airport,Poltava,Ukraine,EASTERN EUROPE
SIP,Simferopol International Airport,Simferopol,Ukraine,EASTERN EUROPE
UDJ,Uzhhorod International Airport,Uzhhorod,Ukraine,EASTERN EUROPE
OZH,Zaporizhzhia International Airport,Zaporizhzhia,Ukraine,EASTERN EUROPE
AAL,Aalborg Airport,Aalborg,Denmark,NORDIC REGION
AAR,Aarhus Airport,Aarhus,Denmark,NORDIC REGION
BLL,Billund Airport,Billund,Denmark,NORDIC REGION
CPH,Copenhagen Airport,Copenhagen,Denmark,NORDIC REGION
TLL,Lennart Meri Tallinn Airport,Tallinn,Estonia,NORDIC REGION
TAY,Tartu Airport,Tartu,Estonia,NORDIC REGION
EPU,Pärnu Airport,Pärnu,Estonia,NORDIC REGION
FAE,Vágar Airport,Vágar,Faroe Islands,NORDIC REGION
MHQ,Mariehamn Airport,Åland,Finland,NORDIC REGION
HEL,Helsinki-Vantaa Airport,Helsinki,Finland,NORDIC REGION
KTT,Kittilä Airport,Kittilä,Finland,NORDIC REGION
KUO,Kuopio Airport,Kuopio,Finland,NORDIC REGION
KAO,Kuusamo Airport,Kuusamo,Finland,NORDIC REGION
LPP,Lappeenranta Airport,Lappeenranta,Finland,NORDIC REGION
OUL,Oulu Airport,Oulu,Finland,NORDIC REGION
RVN,Rovaniemi Airport,Rovaniemi,Finland,NORDIC REGION
SVL,Savonlinna Airport,Savonlinna,Finland,NORDIC REGION
TMP,Tampere–Pirkkala Airport,Tampere,Finland,NORDIC REGION
TKU,Turku Airport,Turku,Finland,NORDIC REGION
VAA,Vaasa Airport,Vaasa,Finland,NORDIC REGION
AEY,Akureyri Airport,Akureyri,Iceland,NORDIC REGION
EGS,Egilsstaðir Airport,Egilsstaðir,Iceland,NORDIC REGION
KEF,Keflavik International Airport,Reykjavík,Iceland,NORDIC REGION
RKV,Reykjavík Airport,Reykjavík,Iceland,NORDIC REGION
RIX,Riga International Airport,Riga,Latvia,NORDIC REGION
VNT,Ventspils International Airport,Ventspils,Latvia,NORDIC REGION
KUN,Kaunas Airport,Kaunas,Lithuania,NORDIC REGION
PLQ,Palanga International Airport,Palanga,Lithuania,NORDIC REGION
SQQ,Šiauliai International Airport,Šiauliai,Lithuania,NORDIC REGION
VNO,Vilnius Airport,Vilnius,Lithuania,NORDIC REGION
AES,Ålesund Airport,Ålesund,Norway,NORDIC REGION
BGO,Bergen Airport,Bergen,Norway,NORDIC REGION
BOO,Bodø Airport,Bodø,Norway,NORDIC REGION
HAU,Haugesund Airport,Haugesund,Norway,NORDIC REGION
KRS,"Kristiansand Airport, Kjevik",Kristiansand,Norway,NORDIC REGION
KSU,"Kristiansund Airport, Kvernberget",Kristiansand,Norway,NORDIC REGION
OSL,"Oslo Airport, Gardermoen",Oslo,Norway,NORDIC REGION
TRF,"Sandefjord Airport, Torp",Oslo,Norway,NORDIC REGION
SVG,Stavanger Airport,Stavanger,Norway,NORDIC REGION
TOS,Tromsø Airport,Tromsø,Norway,NORDIC REGION
TRD,Trondheim Airport,Trondheim,Norway,NORDIC REGION
GOT,Göteborg Landvetter Airport,Gothenburg,Sweden,NORDIC REGION
LLA,Luleå Airport,Luleå,Sweden,NORDIC REGION
MMX,Malmö Airport,Malmö,Sweden,NORDIC REGION
NRK,Norrköping Airport,Norrköping,Sweden,NORDIC REGION
OSD,Åre Östersund Airport,Östersund,Sweden,NORDIC REGION
ARN,Stockholm Arlanda Airport,Stockholm,Sweden,NORDIC REGION
BMA,Stockholm Bromma Airport,Stockholm,Sweden,NORDIC REGION
NYO,Stockholm Skavsta Airport,Stockholm,Sweden,NORDIC REGION
VST,Stockholm Västerås Airport,Stockholm,Sweden,NORDIC REGION
SDL,Sundsvall–Timrå Airport,Sundsvall,Sweden,NORDIC REGION
UME,Umeå Airport,Umeå,Sweden,NORDIC REGION
VXO,Växjö Airport,Växjö,Sweden,NORDIC REGION
VBY,Visby Airport,Visby,Sweden,NORDIC REGION
PPG,Pago Pago International Airport,Pago Pago,American Samoa,OCEANIA
ADL,Adelaide Airport,Adelaide,Australia,OCEANIA
BNE,Brisbane Airport,Brisbane,Australia,OCEANIA
BME,Broome International Airport,Broome,Australia,OCEANIA
CNS,Cairns Airport,Cairns,Australia,OCEANIA
CBR,Canberra Airport,Canberra,Australia,OCEANIA
DRW,Darwin International Airport,Darwin,Australia,OCEANIA
AVV,Avalon Airport,Geelong,Australia,OCEANIA
OOL,Gold Coast Airport,Gold Coast,Australia,OCEANIA
HBA,Hobart Airport,Hobart,Australia,OCEANIA
MEL,Melbourne Airport,Melbourne,Australia,OCEANIA
NTL,Newcastle Airport[42],Newcastle,Australia,OCEANIA
PER,Perth Airport,Perth,Australia,OCEANIA
PHE,Port Hedland International Airport,Port Hedland,Australia,OCEANIA
MCY,Sunshine Coast Airport[43],Sunshine Coast,Australia,OCEANIA
SYD,Sydney Airport,Sydney,Australia,OCEANIA
TSV,Townsville Airport,Townsville,Australia,OCEANIA
XCH,Christmas Island Airport,Christmas Island,Christmas Island,OCEANIA
CCK,Cocos (Keeling) Islands Airport,Cocos (Keeling) Islands,Cocos (Keeling) Islands,OCEANIA
RAR,Rarotonga Airport,Rarotonga,Cook Islands,OCEANIA
IPC,Mataveri International Airport,Hanga Roa,Easter Island,OCEANIA
NAN,Nadi International Airport,Nadi,Fiji,OCEANIA
SUV,Nausori International Airport,Suva,Fiji,OCEANIA
PPT,Faa'a International Airport,Papeete,French Polynesia,OCEANIA
GUM,Antonio B. Won Pat International Airport,Hagåtña,Guam,OCEANIA
CXI,Cassidy International Airport,Kiritimati,Kiribati,OCEANIA
KWA,Bucholz Army Airfield,Kwajalein,Marshall Islands,OCEANIA
MAJ,Marshall Islands International Airport,Majuro,Marshall Islands,OCEANIA
TKK,Chuuk International Airport,Chuuk,Federated States of Micronesia,OCEANIA
KSA,Kosrae International Airport,Kosrae,Federated States of Micronesia,OCEANIA
PNI,Pohnpei International Airport,Pohnpei,Federated States of Micronesia,OCEANIA
YAP,Yap International Airport,Yap,Federated States of Micronesia,OCEANIA
INU,Nauru International Airport,Yaren District,Nauru,OCEANIA
NOU,La Tontouta International Airport,Nouméa,New Caledonia,OCEANIA
AKL,Auckland Airport,Auckland,New Zealand,OCEANIA
CHC,Christchurch Airport,Christchurch,New Zealand,OCEANIA
DUD,Dunedin Airport,Dunedin,New Zealand,OCEANIA
ZQN,Queenstown Airport,Queenstown,New Zealand,OCEANIA
WLG,Wellington Airport,Wellington,New Zealand,OCEANIA
NLK,Norfolk Island Airport,Norfolk Island,Norfolk Island,OCEANIA
ROP,Rota International Airport,Rota,Northern Mariana Islands,OCEANIA
SPN,Saipan International Airport,Saipan,Northern Mariana Islands,OCEANIA
TIQ,Tinian International Airport,Tinian,Northern Mariana Islands,OCEANIA
IUE,Niue International Airport,Alofi,Niue,OCEANIA
ROR,Roman Tmetuchl International Airport,Koror,Palau,OCEANIA
POM,Jacksons International Airport,Port Moresby,Papua New Guinea,OCEANIA
HGU,Mount Hagen Airport,Mount Hagen,Papua New Guinea,OCEANIA
APW,Faleolo International Airport,Apia,Samoa,OCEANIA
HIR,Honiara International Airport,Honiara,Solomon Islands,OCEANIA
TBU,Fuaʻamotu International Airport,Nukuʻalofa,Tonga,OCEANIA
VAV,Vavaʻu International Airport,Vavaʻu,Tonga,OCEANIA
FUN,Funafuti International Airport,Funafuti,Tuvalu,OCEANIA
SON,Santo-Pekoa International Airport,Luganville,Vanuatu,OCEANIA
VLI,Bauerfield International Airport,Port Vila,Vanuatu,OCEANIA
FUT,Pointe Vele Airport,Futuna,Wallis and Futuna,OCEANIA
WLS,Hihifo Airport,Wallis,Wallis and Futuna,OCEANIA